34025	 dwtaš 	aw	三人称単数人称代名詞（彼、彼女）	ta	・・・個pos_num:sp_	dw	2
40027	 dxtr 	dxtr	娘				
41008	 dxtr 	dxtr	娘				
41028	 dxtr 	dxtr	娘				
41033	 dxtr 	dxtr	娘				
41034	 dxtr 	dxtr	娘				
41034	 dxtr 	dxtr	娘				
41037	 dxtr 	dxtr	娘				
41038	 dxtr 	dxtr	娘				
41039	 dxtr 	dxtr	娘				
44014	 dxtr 	dxtr	娘				
44018	 dxtr 	dxtr	娘				
44050	 dxtr 	dxtr	娘				
44054	 dxtr 	dxtr	娘				
44056	 dxtr 	dxtr	娘				
44056	 dxtr 	dxtr	娘				
44069	 dxtr 	dxtr	娘				
44088	 dxtr 	dxtr	娘				
45011	 dxtr 	dxtr	娘				
45018	 dxtr 	dxtr	娘				
45031	 dxtr 	dxtr	娘				
46006	 dxtr 	dxtr	娘				
46010	 dxtr 	dxtr	娘				
46012	 dxtr 	dxtr	娘				
46023	 dxtr 	dxtr	娘				
46032	 dxtr 	dxtr	娘				
46033	 dxtr 	dxtr	娘				
46034	 dxtr 	dxtr	娘				
46034	 dxtr 	dxtr	娘				
46049	 dxtr 	dxtr	娘				
46071	 dxtr 	dxtr	娘				
47011	 dxtr 	dxtr	娘				
47012	 dxtr 	dxtr	娘				
47012	 dxtr 	dxtr	娘				
47013	 dxtr 	dxtr	娘				
47026	 dxtr 	dxtr	娘				
48002	 dxtr 	dxtr	娘				
48006	 dxtr 	dxtr	娘				
48007	 dxtr 	dxtr	娘				
48011	 dxtr 	dxtr	娘				
48020	 dxtr 	dxtr	娘				
50018	 dxtr 	dxtr	娘				
50018	 dxtr 	dxtr	娘				
50027	 dxtr 	dxtr	娘				
50029	 dxtr 	dxtr	娘				
50031	 dxtr 	dxtr	娘				
50031	 dxtr 	dxtr	娘				
50059	 dxtr 	dxtr	娘				
50060	 dxtr 	dxtr	娘				
50062	 dxtr 	dxtr	娘				
53092	 dxtr 	dxtr	娘				
53093	 dxtr 	dxtr	娘				
53094	 dxtr 	dxtr	娘				
53095	 dxtr 	dxtr	娘				
53096	 dxtr 	dxtr	娘				
53099	 dxtr 	dxtr	娘				
56002	 dxtr 	dxtr	娘				
69001	 dxtr 	dxtr	娘				
69002	 dxtr 	dxtr	娘				
69006	 dxtr 	dxtr	娘				
69006	 dxtr 	dxtr	娘				
69014	 dxtr 	dxtr	娘				
39001	 dxtr 	dxtr	娘				
39002	 dxtr 	dxtr	娘				
39004	 dxtr 	dxtr	娘				
39022	 dxtr 	dxtr	娘				
50049	 dxtrn 	dxtr	娘				
31015	 dxtre 	dxtr	娘				
31019	 dxtre 	dxtr	娘				
31024	 dxtre 	dxtr	娘				
31025	 dxtre 	dxtr	娘				
31031	 dxtre 	dxtr	娘				
31039	 dxtre 	dxtr	娘				
31052	 dxtre 	dxtr	娘				
31052	 dxtre 	dxtr	娘				
32009	 dxtre 	dxtr	娘				
34006	 dxtre 	dxtr	娘				
34006	 dxtre 	dxtr	娘				
41036	 dxtre 	dxtr	娘				
44003	 dxtre 	dxtr	娘				
44012	 dxtre 	dxtr	娘				
44015	 dxtre 	dxtr	娘				
44017	 dxtre 	dxtr	娘				
44024	 dxtre 	dxtr	娘				
44030	 dxtre 	dxtr	娘				
44031	 dxtre 	dxtr	娘				
44035	 dxtre 	dxtr	娘				
44036	 dxtre 	dxtr	娘				
44037	 dxtre 	dxtr	娘				
44039	 dxtre 	dxtr	娘				
44049	 dxtre 	dxtr	娘				
44053	 dxtre 	dxtr	娘				
44055	 dxtre 	dxtr	娘				
44060	 dxtre 	dxtr	娘				
44072	 dxtre 	dxtr	娘				
44084	 dxtre 	dxtr	娘				
45016	 dxtre 	dxtr	娘				
45030	 dxtre 	dxtr	娘				
46039	 dxtre 	dxtr	娘				
46040	 dxtre 	dxtr	娘				
46058	 dxtre 	dxtr	娘				
47013	 dxtre 	dxtr	娘				
47025	 dxtre 	dxtr	娘				
47025	 dxtre 	dxtr	娘				
48006	 dxtre 	dxtr	娘				
50068	 dxtre 	dxtr	娘				
69012	 dxtre 	dxtr	娘				
39003	 dxtre 	dxtr	娘				
39005	 dxtre 	dxtr	娘				
39006	 dxtre 	dxtr	娘				
39011	 dxtre 	dxtr	娘				
39016	 dxtre 	dxtr	娘				
39017	 dxtre 	dxtr	娘				
39020	 dxtre 	dxtr	娘				
39022	 dxtre 	dxtr	娘				
32050	 dxtry 	dxtr	娘				
34001	 dxtry 	dxtr	娘				
35001	 dxtry 	dxtr	娘				
44001	 dxtry 	dxtr	娘				
44067	 dxtry 	dxtr	娘				
61002	 nam 	nam	名				
40031	 nam 	nam	名				
38022	 ea 	ea	名詞複数形語尾				
50035	 ea 	ea	名詞複数形語尾				
37050	 asm 	asm	名前				
54001	 asm 	asm	名前				
59061	 asm 	asm	名前				
66026	 asm 	asm	名前				
66031	 asm 	asm	名前				
41032	 bfrma 	frmwdn	命ずる				
66027	 bfrma´yn 	frmwdn	命ずる				
37044	 dstwr 	dstwr	命令				
63016	 dstwr 	dstwr	命令				
63041	 dstwr 	dstwr	命令				
53023	 ẓaera 	ẓaera	明らかに				
33006	 rwšn 	rwšn	明るい				
33007	 rwšn 	rwšn	明るい				
44044	 rwšn 	rwšn	明るい				
41036	 frda 	frda	明日				
41036	 frda 	frda	明日				
44013	 frda 	frda	明日				
44050	 frda 	frda	明日				
46015	 frda 	frda	明日				
46015	 frda 	frda	明日				
62023	 frda 	frda	明日				
62029	 frda 	frda	明日				
64005	 frda 	frda	明日				
41016	 frday 	frda	明日				
44063	 frday 	frda	明日				
49001	 gywe 	gywe	綿布製の靴				
49002	 gywe 	gywe	綿布製の靴				
49003	 gywe 	gywe	綿布製の靴				
49014	 gywe ay 	gywe	綿布製の靴				
49014	 gywe ea 	gywe	綿布製の靴				
49015	 gywe ea 	gywe	綿布製の靴				
33018	 zħmt 	zħmt	面倒				
33021	 zħmt 	zħmt	面倒				
33021	 zħmt 	zħmt	面倒				
33020	 zħmty 	zħmt	面倒				
34020	 bwte ea 	bwte2	茂み				
34021	 bwte ea 	bwte2	茂み				
34022	 b=wte ea 	bwte2	茂み				
34020	 bwte eay 	bwte2	茂み				
47038	 kre 	kwr	盲目の				
47037	 kwr 	kwr	盲目の				
47038	 kwr 	kwr	盲目の				
47040	 kwr 	kwr	盲目の				
47041	 kwre 	kwr	盲目の				
42003	 nabyna 	nabyna	盲目の				
42008	 twr 	twr	網				
36041	 drxt 	drxt	木				
36042	 drxt 	drxt	木				
36042	 drxt 	drxt	木				
36043	 drxt 	drxt	木				
40023	 drxt 	drxt	木				
41020	 drxt 	drxt	木				
41020	 drxt 	drxt	木				
41021	 drxt 	drxt	木				
41023	 drxt 	drxt	木				
44026	 drxt 	drxt	木				
53054	 drxt 	drxt	木				
53057	 drxt 	drxt	木				
53058	 drxt 	drxt	木				
53061	 drxt 	drxt	木				
53061	 drxt 	drxt	木				
53063	 drxt 	drxt	木				
53068	 drxt 	drxt	木				
53071	 drxt 	drxt	木				
53071	 drxt 	drxt	木				
53072	 drxt 	drxt	木				
53082	 drxt 	drxt	木				
53083	 drxt 	drxt	木				
53089	 drxt 	drxt	木				
40023	 drxta 	drxt	木				
37021	 drxty 	drxt	木				
37023	 drxty 	drxt	木				
40023	 drxty 	drxt	木				
44017	 drxty 	drxt	木				
53053	 drxty 	drxt	木				
53057	 tne 	tne	木の幹				
53058	 tne 	tne	木の幹				
53061	 tne 	tne	木の幹				
40023	 brg 	brg	木の葉				
40023	 brg 	brg	木の葉				
41023	 brg 	brg	木の葉				
40027	 brga 	brg	木の葉				
35013	 čwb 	čwb	木材				
35020	 čwb 	čwb	木材				
35021	 čwb 	čwb	木材				
35021	 čwb 	čwb	木材				
54017	 čwb 	čwb	木材				
63042	 čwb 	čwb	木材				
63029	 čwbe 	čwb	木材				
63030	 čwbe 	čwb	木材				
63041	 čwbe 	čwb	木材				
35013	 čwby 	čwb	木材				
35013	 čwby 	čwb	木材				
55007	 čwby 	čwb	木材				
50041	 čwby 	čwby	木材の				
31019	 čš 	čšm	目				
40032	 čšm 	čšm	目				
46072	 čšm 	čšm	目				
47037	 čšm 	čšm	目				
47038	 čšm 	čšm	目				
47040	 čšm 	čšm	目				
59078	 čšm 	čšm	目				
37030	 bydar 	bydar	目が覚めた				
37031	 bydar 	bydar	目が覚めた				
63023	 bydar 	bydar	目が覚めた				
33019	 mŕşwd 	mŕşwd	目的				
59078	 mnzl 	mnẓwr	目的				
46024	 mnẓwr 	mnẓwr	目的				
46024	 mnẓwr 	mnẓwr	目的				
59017	 wzn 	wzn	目方				
59023	 wzn 	wzn	目方				
58003	 brgrde 	brgštn	戻る				
32013	 brgšt 	brgštn	戻る				
58004	 brgšt 	brgštn	戻る				
63040	 brgšt 	brgštn	戻る				
67009	 brgšt 	brgštn	戻る				
67009	 brgšt 	brgštn	戻る				
68005	 brgšt 	brgštn	戻る				
68009	 brgšt 	brgštn	戻る				
54012	 brgštm 	brgštn	戻る				
32044	 brgštnd 	brgštn	戻る				
32004	 gšt br	brgštn	戻る				
63017	 swal 	swal	問い				
63041	 drbaze 	drwaze	門				
58055	 ţaŕ 	ţaŕ	門				
58056	 ţaŕ 	ţaŕ	門				
32046	 šb 	šb	夜				
34052	 šb 	šb	夜				
38014	 šb 	šb	夜				
38015	 šb 	šb	夜				
38020	 šb 	šb	夜				
39004	 šb 	šb	夜				
39018	 šb 	šb	夜				
41004	 šb 	šb	夜				
41006	 šb 	šb	夜				
41057	 šb 	šb	夜				
44039	 šb 	šb	夜				
47033	 šb 	šb	夜				
50046	 šb 	šb	夜				
52003	 šb 	šb	夜				
52007	 šb 	šb	夜				
56014	 šb 	šb	夜				
57002	 šb 	šb	夜				
57040	 šb 	šb	夜				
60004	 šb 	šb	夜				
62015	 šb 	šb	夜				
62017	 šb 	šb	夜				
62018	 šb 	šb	夜				
62026	 šb 	šb	夜				
62030	 šb 	šb	夜				
62030	 šb 	šb	夜				
63020	 šb 	šb	夜				
63023	 šb 	šb	夜				
63024	 šb 	šb	夜				
63027	 šb 	šb	夜				
67022	 šb 	šb	夜				
32013	 šb 	šb	夜				
43001	 šby 	šb	夜				
56008	 šby 	šb	夜				
67002	 šby 	šby	夜の				
42003	 tyr 	tyr	矢				
47004	 tyr 	tyr	矢				
47004	 tyr 	tyr	矢				
47014	 tyr 	tyr	矢				
47017	 tyr 	tyr	矢				
47023	 tyr 	tyr	矢				
47007	 mámwr 	mámwr	役人				
44078	 ŕwl 	ŕwl	約束				
53025	 rwqn 	rwqn	油				
55004	 rwqn 	rwqn	油				
55008	 rwqna 	rwqn	油				
55009	 rwqna 	rwqn	油				
55001	 rwqny 	rwqny	油の				
63021	 jrat 	jrát	勇気				
63032	 jrat 	jrát	勇気				
63036	 jrat 	jrát	勇気				
38023	 jrát 	jrát	勇気				
38024	 jrát 	jrát	勇気				
63026	 rfaŕt 	rfaŕt	友情				
31044	 dwst 	dwst	友人				
34002	 dwst 	dwst	友人				
34002	 dwst 	dwst	友人				
34017	 dwst 	dwst	友人				
40002	 dwst 	dwst	友人				
43016	 dwst 	dwst	友人				
50022	 dwst 	dwst	友人				
50070	 dwst 	dwst	友人				
50072	 dwst 	dwst	友人				
50079	 dwst 	dwst	友人				
64010	 dwst 	dwst	友人				
64011	 dwst 	dwst	友人				
66012	 dwst 	dwst	友人				
41010	 mwđy 	mwđy	有害				
52001	 bnam 	bnam	有名な				
44078	 m'rwf 	m'rwf	有名な				
40023	 mfyd 	mfyd	有用な				
53056	 bazy 	bazy	遊び				
59058	 bazy 	bazy	遊び				
59060	 bazy 	bazy	遊び				
60003	 bazy 	bazy	遊び				
61006	 bazy 	bazy	遊び				
61008	 bazy 	bazy	遊び				
61012	 bazy 	bazy	遊び				
68012	 bazy 	bazy	遊び				
57021	 xrws 	xrws	雄鶏				
57026	 xrws 	xrws	雄鶏				
57030	 xrws 	xrws	雄鶏				
57032	 xrws 	xrws	雄鶏				
57032	 xrws 	xrws	雄鶏				
67017	 xrws 	xrws	雄鶏				
67018	 xrws 	xrws	雄鶏				
67017	 xrwse 	xrws	雄鶏				
57010	 šam 	šam	夕食				
57010	 šam 	šam	夕食				
57011	 šam 	šam	夕食				
57012	 šam 	šam	夕食				
57012	 šam 	šam	夕食				
57040	 šam 	šam	夕食				
57040	 šam 	šam	夕食				
57041	 šam 	šam	夕食				
57042	 šam 	šam	夕食				
57052	 šam 	šam	夕食				
57052	 šam 	šam	夕食				
57053	 šam 	šam	夕食				
67008	 šam 	šam	夕食				
67013	 šam 	šam	夕食				
67038	 šam 	šam	夕食				
57053	 šwm 	šam	夕食				
67018	 šwm 	šam	夕食				
37056	 zyady 	zyady	余分に				
33001	 zyady 	zyady	余分に				
43015	 zyady 	zyady	余分に				
51009	 zyady 	zyady	余分に				
40012	 bdm 	dadn	与える				
49023	 bdm 	dadn	与える				
49024	 bdm 	dadn	与える				
53019	 bdm 	dadn	与える				
33006	 bdm 	dadn	与える				
50031	 bdn 	dadn	与える				
53092	 bdn 	dadn	与える				
53094	 bdn 	dadn	与える				
35024	 bdn 	dadn	与える				
33004	 bdn 	dadn	与える				
33008	 bdn 	dadn	与える				
35002	 bde 	dadn	与える				
36024	 bde 	dadn	与える				
37051	 bde 	dadn	与える				
40006	 bde 	dadn	与える				
40007	 bde 	dadn	与える				
40009	 bde 	dadn	与える				
40011	 bde 	dadn	与える				
40014	 bde 	dadn	与える				
49033	 bde 	dadn	与える				
50004	 bde 	dadn	与える				
53071	 bde 	dadn	与える				
53096	 bde 	dadn	与える				
53099	 bde 	dadn	与える				
57004	 bde 	dadn	与える				
59023	 bde 	dadn	与える				
59034	 bde 	dadn	与える				
59043	 bde 	dadn	与える				
59045	 bde 	dadn	与える				
59051	 bde 	dadn	与える				
59054	 bde 	dadn	与える				
59056	 bde 	dadn	与える				
61007	 bde 	dadn	与える				
61013	 bde 	dadn	与える				
61015	 bde 	dadn	与える				
62016	 bde 	dadn	与える				
62016	 bde 	dadn	与える				
67015	 bde 	dadn	与える				
34031	 bde 	dadn	与える				
34032	 bde 	dadn	与える				
34033	 bde 	dadn	与える				
34034	 bde 	dadn	与える				
34036	 bde 	dadn	与える				
34036	 bde 	dadn	与える				
34036	 bde 	dadn	与える				
37052	 bde 	dadn	与える				
58003	 bde 	dadn	与える				
33007	 bde 	dadn	与える				
40012	 bdy 	dadn	与える				
40013	 bdy 	dadn	与える				
41033	 bdy 	dadn	与える				
41034	 bdy 	dadn	与える				
47047	 bdy 	dadn	与える				
35026	 bdyn 	dadn	与える				
42004	 bdyn 	dadn	与える				
44073	 bdyn 	dadn	与える				
46038	 bdyn 	dadn	与える				
59073	 bdyn 	dadn	与える				
59074	 bdyn 	dadn	与える				
33005	 bdyn 	dadn	与える				
44013	 bdyn 	dadn	与える				
37031	 dad 	dadn	与える				
37044	 dad 	dadn	与える				
41025	 dad 	dadn	与える				
46047	 dad 	dadn	与える				
46048	 dad 	dadn	与える				
51009	 dad 	dadn	与える				
52002	 dad 	dadn	与える				
52006	 dad 	dadn	与える				
53115	 dad 	dadn	与える				
56009	 dad 	dadn	与える				
56010	 dad 	dadn	与える				
61012	 dad 	dadn	与える				
32009	 dad 	dadn	与える				
32010	 dad 	dadn	与える				
32011	 dad 	dadn	与える				
43006	 dad 	dadn	与える				
58010	 dad 	dadn	与える				
63016	 dad 	dadn	与える				
63041	 dad 	dadn	与える				
63043	 dad 	dadn	与える				
64006	 dad 	dadn	与える				
64008	 dad 	dadn	与える				
42015	 dadm 	dadn	与える				
34030	 dadn 	dadn	与える				
34030	 dadn 	dadn	与える				
36002	 dadn 	dadn	与える				
37027	 dadn 	dadn	与える				
47020	 dadn 	dadn	与える				
53082	 dadn 	dadn	与える				
59077	 dadn 	dadn	与える				
35006	 dadn 	dadn	与える				
37048	 dade 	dadn	与える				
49031	 dade 	dadn	与える				
61021	 dade 	dadn	与える				
34031	 dade 	dadn	与える				
34036	 dade 	dadn	与える				
53065	 dade 	dadn	与える				
42015	 dady 	dadn	与える				
37038	 dadym 	dadn	与える				
59075	 mydad 	dadn	与える				
53095	 mydadn 	dadn	与える				
51009	 mydadnd 	dadn	与える				
37032	 mydm 	dadn	与える				
40009	 mydm 	dadn	与える				
40013	 mydm 	dadn	与える				
44088	 mydm 	dadn	与える				
46029	 mydm 	dadn	与える				
46031	 mydm 	dadn	与える				
49034	 mydm 	dadn	与える				
49037	 mydm 	dadn	与える				
50004	 mydm 	dadn	与える				
61006	 mydm 	dadn	与える				
31014	 mydm 	dadn	与える				
45009	 mydm 	dadn	与える				
45021	 mydm 	dadn	与える				
45021	 mydm 	dadn	与える				
62013	 mydm 	dadn	与える				
47026	 mydn 	dadn	与える				
53099	 mydn 	dadn	与える				
62030	 mydn 	dadn	与える				
37017	 myde 	dadn	与える				
40027	 myde 	dadn	与える				
40035	 myde 	dadn	与える				
41017	 myde 	dadn	与える				
53012	 myde 	dadn	与える				
53028	 myde 	dadn	与える				
53034	 myde 	dadn	与える				
53101	 myde 	dadn	与える				
53101	 myde 	dadn	与える				
60003	 myde 	dadn	与える				
60004	 myde 	dadn	与える				
62015	 myde 	dadn	与える				
62025	 myde 	dadn	与える				
31035	 myde 	dadn	与える				
31036	 myde 	dadn	与える				
31052	 myde 	dadn	与える				
40021	 myde 	dadn	与える				
41008	 myde 	dadn	与える				
47052	 myde 	dadn	与える				
50010	 myde 	dadn	与える				
69019	 myde 	dadn	与える				
32046	 mydy 	dadn	与える				
46025	 mydy 	dadn	与える				
35005	 mydym 	dadn	与える				
56007	 mydym 	dadn	与える				
56008	 mydym 	dadn	与える				
46038	 mydyn 	dadn	与える				
64014	 ndad 	dadn	与える				
57052	 ndadn 	dadn	与える				
31052	 ndadn 	dadn	与える				
40032	 ndady 	dadn	与える				
40020	 nde 	dadn	与える				
37029	 ndy 	dadn	与える				
49036	 ndy 	dadn	与える				
46038	 ndyn 	dadn	与える				
44074	 ndyn 	dadn	与える				
34036	 nmy de 	dadn	与える				
31013	 nmydm 	dadn	与える				
31010	 nmydn 	dadn	与える				
40006	 nmyde 	dadn	与える				
53083	 nmyde 	dadn	与える				
53083	 nmyde 	dadn	与える				
53089	 nmyde 	dadn	与える				
34035	 nmyde 	dadn	与える				
53041	 nmyde 	dadn	与える				
46025	 nmydy 	dadn	与える				
46038	 nmydyn 	dadn	与える				
32038	 dad 	dad	与えること				
51007	 kwdk 	kwdk	幼児				
39019	 pry 	pry	妖精				
46056	 ẓrf 	ẓrf	容器				
46057	 ẓrf 	ẓrf	容器				
54008	 ẓrf 	ẓrf	容器				
57016	 ẓrf 	ẓrf	容器				
57042	 ẓrf 	ẓrf	容器				
40033	 bbxš 	bxšydn	容赦する				
44037	 bbxšyd	bxšydn	容赦する				
43025	 bbxšyd 	bxšydn	容赦する				
53052	 bbxšyn 	bxšydn	容赦する				
48007	 bxšyd 	bxšydn	容赦する				
48017	 bxšyd 	bxšydn	容赦する				
48018	 bxšyd 	bxšydn	容赦する				
48010	 bxšyde 	bxšydn	容赦する				
48010	 bxšyde 	bxšydn	容赦する				
40034	 mybxše 	bxšydn	容赦する				
51007	 geware 	geware	揺り籠				
37043	 tkan 	tkan	揺れ				
37037	 tkwn 	tkan	揺れ				
42014	 xyaţ 	xyaţ	洋服屋				
42014	 xyaţe 	xyaţ	洋服屋				
36034	 āmade 	āmade	用意のできた				
45035	 āmade 	āmade	用意のできた				
33006	 aştlaħ 	aşţlaħ	用語				
38005	 gwsfnd 	gwsfnd	羊				
47030	 gwsfnd 	gwsfnd	羊				
47046	 gwsfnd 	gwsfnd	羊				
53108	 gwsfnd 	gwsfnd	羊				
63009	 gwsfnd 	gwsfnd	羊				
63020	 gwsfnd 	gwsfnd	羊				
63021	 gwsfnd 	gwsfnd	羊				
63027	 gwsfnd 	gwsfnd	羊				
63029	 gwsfnd 	gwsfnd	羊				
69009	 gwsfndan 	gwsfnd	羊				
63034	 gwsfnday 	gwsfnd	羊				
41024	 gwsfndy 	gwsfnd	羊				
63008	 gwsfndy 	gwsfnd	羊				
40017	 čwpan 	čwpan	羊飼い				
40019	 čwpan 	čwpan	羊飼い				
40020	 čwpan 	čwpan	羊飼い				
40021	 čwpan 	čwpan	羊飼い				
40023	 čwpan 	čwpan	羊飼い				
40023	 čwpan 	čwpan	羊飼い				
40027	 čwpan 	čwpan	羊飼い				
40027	 čwpan 	čwpan	羊飼い				
40035	 čwpan 	čwpan	羊飼い				
47001	 čwpan 	čwpan	羊飼い				
47017	 čwpan 	čwpan	羊飼い				
47019	 čwpan 	čwpan	羊飼い				
47023	 čwpan 	čwpan	羊飼い				
47025	 čwpan 	čwpan	羊飼い				
47029	 čwpan 	čwpan	羊飼い				
47045	 čwpan 	čwpan	羊飼い				
47048	 čwpan 	čwpan	羊飼い				
53091	 čwpan 	čwpan	羊飼い				
53095	 čwpan 	čwpan	羊飼い				
53101	 čwpan 	čwpan	羊飼い				
63010	 čwpan 	čwpan	羊飼い				
63014	 čwpan 	čwpan	羊飼い				
63016	 čwpan 	čwpan	羊飼い				
41025	 čwpane 	čwpan	羊飼い				
40016	 čwpany 	čwpan	羊飼い				
53090	 čwpany 	čwpan	羊飼い				
53101	 čwpany 	čwpan	羊飼い				
63009	 čwpwn 	čwpan	羊飼い				
63018	 čwpwn 	čwpan	羊飼い				
63017	 čwpwne 	čwpan	羊飼い				
54008	 pšm 	pšm	羊毛				
38007	 pšma 	pšm	羊毛				
44002	 tŕaźay 	tŕaźa	要求				
34052	 ħlaşe 	xlaşe	要約				
56008	 xlaşe 	xlaşe	要約				
56009	 xlaşe 	xlaşe	要約				
32039	 xlaşe 	xlaşe	要約				
34059	 xlaşe 	xlaşe	要約				
37044	 xlaşe 	xlaşe	要約				
38019	 xlaşe 	xlaşe	要約				
44005	 xlaşe 	xlaşe	要約				
44007	 xlaşe 	xlaşe	要約				
44015	 xlaşe 	xlaşe	要約				
44017	 xlaşe 	xlaşe	要約				
44030	 xlaşe 	xlaşe	要約				
44037	 xlaşe 	xlaşe	要約				
44041	 xlaşe 	xlaşe	要約				
44043	 xlaşe 	xlaşe	要約				
44050	 xlaşe 	xlaşe	要約				
44052	 xlaşe 	xlaşe	要約				
44054	 xlaşe 	xlaşe	要約				
44060	 xlaşe 	xlaşe	要約				
44063	 xlaşe 	xlaşe	要約				
44064	 xlaşe 	xlaşe	要約				
44085	 xlaşe 	xlaşe	要約				
44088	 xlaşe 	xlaşe	要約				
46039	 xlaşe 	xlaşe	要約				
50011	 xlaşe 	xlaşe	要約				
50014	 xlaşe 	xlaşe	要約				
50014	 xlaşe 	xlaşe	要約				
50025	 xlaşe 	xlaşe	要約				
50042	 xlaşe 	xlaşe	要約				
50057	 xlaşe 	xlaşe	要約				
50068	 xlaşe 	xlaşe	要約				
50074	 xlaşe 	xlaşe	要約				
50077	 xlaşe 	xlaşe	要約				
50080	 xlaşe 	xlaşe	要約				
50083	 xlaşe 	xlaşe	要約				
56013	 xlaşe 	xlaşe	要約				
56017	 xlaşe 	xlaşe	要約				
56019	 xlaşe 	xlaşe	要約				
58054	 xlaşe 	xlaşe	要約				
58054	 xlaşe 	xlaşe	要約				
61016	 xlaşe 	xlaşe	要約				
59058	 brŕş 	rŕşydn	踊る				
58034	 brŕşy 	rŕşydn	踊る				
58037	 brŕşy 	rŕşydn	踊る				
59048	 rŕşy 	rŕşydn	踊る				
59060	 rŕşyd 	rŕşydn	踊る				
59065	 rŕşydn 	rŕşydn	踊る				
58031	 myrŕşydn 	rŕşydn	踊る				
52001	 šwx 	šwx	陽気な				
52001	 šwx 	šwx	陽気な				
59034	 twn 	twn	浴場のかまど				
41037	 lxt 	lxt	裸の				
45038	 āmde 	āmde	来た				
45039	 āmde 	āmde	来た				
31007	 āmd 	āmdn	来る				
31013	 āmd 	āmdn	来る				
31019	 āmd 	āmdn	来る				
31019	 āmd 	āmdn	来る				
31041	 āmd 	āmdn	来る				
31052	 āmd 	āmdn	来る				
43007	 āmd 	āmdn	来る				
44049	 āmd 	āmdn	来る				
46033	 āmd 	āmdn	来る				
46040	 āmd 	āmdn	来る				
52004	 āmd 	āmdn	来る				
57002	 āmd 	āmdn	来る				
57035	 āmd 	āmdn	来る				
57048	 āmd 	āmdn	来る				
67009	 āmd 	āmdn	来る				
67017	 āmd 	āmdn	来る				
69014	 āmd 	āmdn	来る				
44027	 āmdm 	āmdn	来る				
44028	 āmdm 	āmdn	来る				
31019	 āmdn 	āmdn	来る				
37027	 āmdn 	āmdn	来る				
37030	 āmdn 	āmdn	来る				
39013	 āmdn 	āmdn	来る				
31043	 āmde 	āmdn	来る				
46019	 āmde 	āmdn	来る				
59025	 awmd 	āmdn	来る				
59019	 awmd 	āmdn	来る				
32024	 awmd 	āmdn	来る				
32036	 awmd 	āmdn	来る				
32043	 awmd 	āmdn	来る				
34040	 awmd 	āmdn	来る				
34045	 awmd 	āmdn	来る				
34047	 awmd 	āmdn	来る				
35004	 awmd 	āmdn	来る				
35008	 awmd 	āmdn	来る				
35008	 awmd 	āmdn	来る				
35015	 awmd 	āmdn	来る				
35016	 awmd 	āmdn	来る				
35021	 awmd 	āmdn	来る				
36025	 awmd 	āmdn	来る				
39018	 awmd 	āmdn	来る				
41016	 awmd 	āmdn	来る				
45005	 awmd 	āmdn	来る				
45018	 awmd 	āmdn	来る				
45037	 awmd 	āmdn	来る				
45043	 awmd 	āmdn	来る				
46021	 awmd 	āmdn	来る				
48006	 awmd 	āmdn	来る				
48021	 awmd 	āmdn	来る				
49004	 awmd 	āmdn	来る				
50047	 awmd 	āmdn	来る				
50059	 awmd 	āmdn	来る				
50062	 awmd 	āmdn	来る				
52007	 awmd 	āmdn	来る				
53012	 awmd 	āmdn	来る				
53105	 awmd 	āmdn	来る				
57047	 awmd 	āmdn	来る				
58002	 awmd 	āmdn	来る				
58004	 awmd 	āmdn	来る				
58007	 awmd 	āmdn	来る				
58007	 awmd 	āmdn	来る				
58007	 awmd 	āmdn	来る				
58022	 awmd 	āmdn	来る				
61008	 awmd 	āmdn	来る				
61014	 awmd 	āmdn	来る				
61019	 awmd 	āmdn	来る				
63025	 awmd 	āmdn	来る				
68005	 awmd 	āmdn	来る				
68009	 awmd 	āmdn	来る				
34024	 awmd 	āmdn	来る				
34025	 awmd 	āmdn	来る				
34025	 awmd 	āmdn	来る				
34025	 awmd 	āmdn	来る				
