163020	 سرکونشو 	سر	頭	 کون 	未決	او	三人称単数人称代名詞（彼、彼女）	را	・・・を
107014	 میاد 	آمدن	来る						
107015	 میاد 	آمدن	来る						
106002	 میاد 	آمدن	来る						
111010	 میاد 	آمدن	来る						
113013	 میاد 	آمدن	来る						
115004	 میاد 	آمدن	来る						
112059	 میاد 	آمدن	来る						
114001	 میاد 	آمدن	来る						
118006	 میاد 	آمدن	来る						
120011	 میاد 	آمدن	来る						
120020	 میاد 	آمدن	来る						
120033	 میاد 	آمدن	来る						
120035	 میاد 	آمدن	来る						
121002	 میاد 	آمدن	来る						
121003	 میاد 	آمدن	来る						
123004	 میاد 	آمدن	来る						
124008	 میاد 	آمدن	来る						
123003	 میاد 	آمدن	来る						
127009	 میاد 	آمدن	来る						
127009	 میاد 	آمدن	来る						
126010	 میاد 	آمدن	来る						
127008	 میاد 	آمدن	来る						
130002	 میاد 	آمدن	来る						
131004	 میاد 	آمدن	来る						
131007	 میاد 	آمدن	来る						
135003	 میاد 	آمدن	来る						
135004	 میاد 	آمدن	来る						
135013	 میاد 	آمدن	来る						
140011	 میاد 	آمدن	来る						
140013	 میاد 	آمدن	来る						
137006	 میاد 	آمدن	来る						
139028	 میاد 	آمدن	来る						
140009	 میاد 	آمدن	来る						
141002	 میاد 	آمدن	来る						
141014	 میاد 	آمدن	来る						
142001	 میاد 	آمدن	来る						
142002	 میاد 	آمدن	来る						
142003	 میاد 	آمدن	来る						
142005	 میاد 	آمدن	来る						
142006	 میاد 	آمدن	来る						
141002	 میاد 	آمدن	来る						
141014	 میاد 	آمدن	来る						
142001	 میاد 	آمدن	来る						
142002	 میاد 	آمدن	来る						
142003	 میاد 	آمدن	来る						
142005	 میاد 	آمدن	来る						
142006	 میاد 	آمدن	来る						
177001	 میاد 	آمدن	来る						
200006	 میاد 	آمدن	来る						
200007	 میاد 	آمدن	来る						
191008	 میاد 	آمدن	来る						
193006	 میاد 	آمدن	来る						
76007	 میام 	آمدن	来る						
150007	 میام 	آمدن	来る						
150028	 میام 	آمدن	来る						
150007	 میام 	آمدن	来る						
150028	 میام 	آمدن	来る						
115003	 میامدم 	آمدن	来る						
150023	 میان 	آمدن	来る						
150025	 میان 	آمدن	来る						
150026	 میان 	آمدن	来る						
150023	 میان 	آمدن	来る						
150025	 میان 	آمدن	来る						
150026	 میان 	آمدن	来る						
197004	 میان 	آمدن	来る						
200008	 میان 	آمدن	来る						
191011	 میان 	آمدن	来る						
197003	 میان 	آمدن	来る						
200009	 میان 	آمدن	来る						
87005	 میاومد 	آمدن	来る						
87066	 میاومد 	آمدن	来る						
147002	 میاومد 	آمدن	来る						
147002	 میاومد 	آمدن	来る						
147002	 میاومد 	آمدن	来る						
147002	 میاومد 	آمدن	来る						
139029	 میای 	آمدن	来る						
87068	 میاید 	آمدن	来る						
110010	 میاید 	آمدن	来る						
195003	 میاید 	آمدن	来る						
110006	 میآید 	آمدن	来る						
139034	 میایم 	آمدن	来る						
139035	 میایم 	آمدن	来る						
83015	 میاین 	آمدن	来る						
110022	 میومد 	آمدن	来る						
129003	 میومد 	آمدن	来る						
129003	 میومد 	آمدن	来る						
186001	 میومد 	آمدن	来る						
87059	 میومدم 	آمدن	来る						
139002	 میومدن 	آمدن	来る						
196003	 میومدن 	آمدن	来る						
94029	 میومده 	آمدن	来る						
139014	 میومده 	آمدن	来る						
129010	 میومدی 	آمدن	来る						
92007	 نمیاد 	آمدن	来る						
96140	 نمیاد 	آمدن	来る						
136006	 نمیاد 	آمدن	来る						
136006	 نمیاد 	آمدن	来る						
136009	 نمیاد 	آمدن	来る						
194003	 نمیاد 	آمدن	来る						
134003	 نمیام 	آمدن	来る						
134003	 نمیام 	آمدن	来る						
74019	 نمیان 	آمدن	来る						
74018	 نمیان 	آمدن	来る						
74020	 نمیان 	آمدن	来る						
176002	 نمیاومد 	آمدن	来る						
196006	 نیاد 	آمدن	来る						
199001	 نیاد 	آمدن	来る						
87056	 نیامد 	آمدن	来る						
124009	 نیامده 	آمدن	来る						
80003	 نیومد 	آمدن	来る						
90022	 نیومد 	آمدن	来る						
132017	 نیومه 	آمدن	来る						
132017	 نیومه 	آمدن	来る						
132019	 رعد 	رعد	雷						
77011	 افتاد 	افتادن	落ちる						
79020	 افتاد 	افتادن	落ちる						
77012	 افتاد 	افتادن	落ちる						
77013	 افتاد 	افتادن	落ちる						
87058	 افتاد 	افتادن	落ちる						
88042	 افتاد 	افتادن	落ちる						
87043	 افتاد 	افتادن	落ちる						
87066	 افتاد 	افتادن	落ちる						
87071	 افتاد 	افتادن	落ちる						
96021	 افتاد 	افتادن	落ちる						
96091	 افتاد 	افتادن	落ちる						
97004	 افتاد 	افتادن	落ちる						
97005	 افتاد 	افتادن	落ちる						
97008	 افتاد 	افتادن	落ちる						
112075	 افتاد 	افتادن	落ちる						
120012	 افتاد 	افتادن	落ちる						
147003	 افتاد 	افتادن	落ちる						
147003	 افتاد 	افتادن	落ちる						
96020	 افتادم 	افتادن	落ちる						
97003	 افتادن 	افتادن	落ちる						
87049	 افتاده 	افتادن	落ちる						
87050	 افتاده 	افتادن	落ちる						
87069	 افتاده 	افتادن	落ちる						
87059	 افتاده 	افتادن	落ちる						
147001	 افتاده 	افتادن	落ちる						
147001	 افتاده 	افتادن	落ちる						
107008	 افتی 	افتادن	落ちる						
101003	 افتید 	افتادن	落ちる						
101004	 افتید 	افتادن	落ちる						
139001	 افتیده 	افتادن	落ちる						
96072	 بیفته 	افتادن	落ちる						
110024	 میافتد 	افتادن	落ちる						
93017	 میافتن 	افتادن	落ちる						
111001	 میافته 	افتادن	落ちる						
135008	 میافته 	افتادن	落ちる						
139004	 میافته 	افتادن	落ちる						
139006	 میافته 	افتادن	落ちる						
140002	 میافته 	افتادن	落ちる						
107025	 میفته 	افتادن	落ちる						
94035	 فایده 	فایده	利益						
95017	 منفعت 	منفعت	利益						
94034	 سود 	سود1	利益						
96024	 زرنگی 	زرنگی	利口						
109009	 زرنگی 	زرنگی	利口						
82011	 زرنگ 	زرنگ	利口な						
163012	 زرنگ 	زرنگ	利口な						
95014	 استفاده 	استفاده	利用						
95018	 استفاده 	استفاده	利用						
116004	 استفاده 	استفاده	利用						
191016	 استفاده 	استفاده	利用						
96065	 بفهمم 	فهمیدن	理解する						
89023	 بفهمن 	فهمیدن	理解する						
94007	 بفهمه 	فهمیدن	理解する						
96091	 بفهمه 	فهمیدن	理解する						
112064	 فهمید 	فهمیدن	理解する						
119023	 فهـمید 	فهمیدن	理解する						
150027	 فهمید 	فهمیدن	理解する						
150027	 فهمید 	فهمیدن	理解する						
130004	 فهمیدم 	فهمیدن	理解する						
84024	 فهمیدن 	فهمیدن	理解する						
84025	 فهمیدن 	فهمیدن	理解する						
95035	 فهمیدن 	فهمیدن	理解する						
112052	 فهمیدی 	فهمیدن	理解する						
106008	 میفهمد 	فهمیدن	理解する						
106006	 میفهمد 	فهمیدن	理解する						
93007	 میفهمم 	فهمیدن	理解する						
112027	 میفهمم 	فهمیدن	理解する						
76018	 میفهمن 	فهمیدن	理解する						
91028	 میفهمه 	فهمیدن	理解する						
120014	 میفهمه 	فهمیدن	理解する						
137005	 میفهمه 	فهمیدن	理解する						
96063	 میفهمی 	فهمیدن	理解する						
89027	 میفهمیم 	فهمیدن	理解する						
95027	 نفهمه 	فهمیدن	理解する						
96091	 نفهمه 	فهمیدن	理解する						
112005	 نفهمید 	فهمیدن	理解する						
112060	 نفهمیدم 	فهمیدن	理解する						
95033	 نفهمیده 	فهمیدن	理解する						
112020	 نفهمیده 	فهمیدن	理解する						
83003	 نمیفهمه 	فهمیدن	理解する						
83014	 نمیفهمه 	فهمیدن	理解する						
81010	 نمیفهمید 	فهمیدن	理解する						
112034	 نمیفهمید 	فهمیدن	理解する						
93013	 ور 	بر4	陸地						
93012	 ور 	بر4	陸地						
130007	 میستم 	ایستادن	立つ						
120008	 ایستاده 	ایستاده	立っている						
91026	 جریان 	جریان	流れ						
135006	 جریان 	جریان	流れ						
150015	 جریان 	جریان	流れ						
150015	 جریان 	جریان	流れ						
139027	 جریانات 	جریان	流れ						
148011	 جریانه 	جریان	流れ						
148011	 جریانه 	جریان	流れ						
193001	 رایج 	رایج	流通している						
112076	 بماند 	ماندن	留まる						
119020	 بمانید 	ماندن	留まる						
79029	 بمون 	ماندن	留まる						
96140	 بمون 	ماندن	留まる						
79025	 بمونم 	ماندن	留まる						
79032	 بمونن 	ماندن	留まる						
192005	 بمونن 	ماندن	留まる						
193005	 بمونه 	ماندن	留まる						
79036	 بمونیم 	ماندن	留まる						
79035	 بمونیم 	ماندن	留まる						
79038	 بمونین 	ماندن	留まる						
79037	 بمونین 	ماندن	留まる						
112078	 ماند 	ماندن	留まる						
112090	 ماند 	ماندن	留まる						
112098	 ماند 	ماندن	留まる						
96101	 ماندن 	ماندن	留まる						
84027	 مون 	ماندن	留まる						
101005	 مون 	ماندن	留まる						
129012	 مون 	ماندن	留まる						
79030	 موند 	ماندن	留まる						
89017	 موند 	ماندن	留まる						
112083	 موند 	ماندن	留まる						
150014	 موند 	ماندن	留まる						
150014	 موند 	ماندن	留まる						
141014	 موندم 	ماندن	留まる						
141014	 موندم 	ماندن	留まる						
79040	 موندن 	ماندن	留まる						
79040	 موندن 	ماندن	留まる						
85004	 مونده 	ماندن	留まる						
106006	 مونده 	ماندن	留まる						
114004	 مونده 	ماندن	留まる						
176002	 میموند 	ماندن	留まる						
194015	 میموند 	ماندن	留まる						
94005	 میموندم 	ماندن	留まる						
83022	 میمونه 	ماندن	留まる						
96114	 میمونه 	ماندن	留まる						
96141	 میمونه 	ماندن	留まる						
111018	 میمونه 	ماندن	留まる						
140017	 میمونه 	ماندن	留まる						
178001	 میمونه 	ماندن	留まる						
79040	 میمونیم 	ماندن	留まる						
79039	 میمونیم 	ماندن	留まる						
117006	 نمونده 	ماندن	留まる						
164001	 نمیمونه 	ماندن	留まる						
132010	 ویمیسته 	ماندن	留まる						
89013	 اژدها 	اژدها	竜						
89017	 اژدها 	اژدها	竜						
89010	 اژدها 	اژدها	竜						
89006	 اژدها 	اژدها	竜						
89007	 اژدها 	اژدها	竜						
89012	 اژدها 	اژدها	竜						
89009	 اژدها 	اژدها	竜						
99026	 اژدها 	اژدها	竜						
99006	 اژدها 	اژدها	竜						
99009	 اژدها 	اژدها	竜						
99017	 اژدها 	اژدها	竜						
99023	 اژدها 	اژدها	竜						
99005	 اژدها 	اژدها	竜						
99026	 اژدها 	اژدها	竜						
99003	 اژدها 	اژدها	竜						
99006	 اژدها 	اژدها	竜						
99013	 اژدها 	اژدها	竜						
99016	 اژدها 	اژدها	竜						
99025	 اژدها 	اژدها	竜						
99015	 اژدها 	اژدها	竜						
99025	 اژدها 	اژدها	竜						
114003	 اژدها 	اژدها	竜						
118007	 اژدها 	اژدها	竜						
89018	 اژدهای 	اژدها	竜						
99020	 اژدهایی 	اژدها	竜						
118005	 اژدهایی 	اژدها	竜						
89015	 اژدهائی 	اژدها	竜						
99001	 اژدهائی 	اژدها	竜						
115005	 اژدهائیه 	اژدها	竜						
78012	 سفر 	سفر	旅						
140004	 سفر 	سفر	旅						
108001	 راهی 	راهی	旅に出ようとする						
81003	 همراه 	همراه	旅の仲間（連れ）						
81005	 همراه 	همراه	旅の仲間（連れ）						
93021	 همراه 	همراه	旅の仲間（連れ）						
95008	 همراه 	همراه	旅の仲間（連れ）						
96086	 همراه 	همراه	旅の仲間（連れ）						
96025	 همراه 	همراه	旅の仲間（連れ）						
120008	 همراه 	همراه	旅の仲間（連れ）						
